"","MOCP_0110:ara:0.50000%:PA14_c26:270min:A","MOCP_0110:ara:0.12500%:PA14_c26:270min:A","MOCP_0110:ara:0.03125%:PA14_c26:270min:A","MOCP_0110:ara:0.00000%:PA14_c26:270min:A","MOCP_0110:ara:0.50000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.12500%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.03125%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.00000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.50000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.12500%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.03125%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.00000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.50000%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.12500%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.03125%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.00000%:PA14_lpxC_c165:270min:A"
"PA14_55480",1.2956,1.346,-0.013,0.2681,0.0373,0.6986,0.5005,0.9284,2.2818,2.253,1.4657,2.3759,1.9946,1.709,1.1617,3.1458
"PA14_55490",0.4864,1.9439,-0.317,0.1631,0.2247,0.0076,-1.2775,0.6297,1.2998,0.8941,0.7674,1.0155,0.9862,0.9982,0.9509,1.8113
"PA14_55500",0.7478,1.292,0.1501,-0.0761,-0.0244,0.4587,1.8419,-0.9339,1.2263,0.7082,1.2899,0.5248,1.0627,1.522,0.7216,2.2802
"PA14_55510",1.1506,-0.4581,1.041,-0.5042,0.9983,-0.1062,2.4852,2.0641,2.0373,0.5709,-0.0354,0.9886,2.5466,1.1209,0.9996,0.9798
"PA14_55520",0.9952,-0.0089,0.2654,0.1053,1.774,-0.3581,0.5646,1.6377,1.5217,1.6914,0.5901,1.6833,2.5221,2.1772,0.7176,1.2813
"PA14_55530",0.4446,0.8992,0.1811,-1.9728,1.8861,-0.0313,0.4338,-0.2356,3.1413,2.0191,1.7266,1.2897,2.5462,2.2811,0.8715,1.38
"PA14_55540",1.7595,-1.3808,0.8825,-0.3815,2.7867,-0.1517,-0.1349,-2.1398,2.5694,2.0165,0.2064,2.1026,2.9009,1.1563,0.9225,5.346
"PA14_55550",0.8874,0.1579,0.0105,-0.198,0.3946,0.2481,0.3247,0.0591,1.2148,0.3722,0.5199,1.002,0.6794,1.0135,0.3335,0.7784
"PA14_55560",0.1465,0.2984,0.0566,0.1778,-0.2813,1.4547,-0.0766,-0.8815,2.2805,-0.0438,0.3757,1.8797,0.4579,1.2204,0.2187,1.6503
"PA14_55570",0.3125,0.3129,-0.619,-1.1917,2.0176,-1.6455,0.46,0.0846,4.1059,4.0202,2.2309,1.2026,3.2296,3.0387,2.6712,4.3833
"PA14_55580",-0.3711,1.0239,0.2928,0.4791,2.3201,1.5865,1.7086,1.5499,2.1052,2.7821,1.4334,4.9061,1.5694,0.8105,1.1486,1.6518
"PA14_55590",0.4598,-0.063,0.8832,-0.9797,2.4141,0.9925,0.9584,0.4291,1.03,0.9756,1.3266,0.9842,1.0446,1.2272,0.4657,1.464
"PA14_55600",0.2473,0.16,0.6704,-0.3404,1.3009,1.844,1.1727,1.2264,1.9632,1.3963,1.2518,1.5231,1.1411,1.388,0.0934,1.6463
"PA14_55610",0.8369,0.1335,-0.3871,-0.6285,0.9395,1.7329,1.1265,-0.6099,3.0805,2.2278,2.1172,2.1368,3.1851,3.0122,1.9239,4.0304
"PA14_55640",0.9863,-0.3064,0.3804,-0.9676,4.4287,3.2236,2.2679,1.1212,4.9836,1.5034,2.9785,2.3587,6.2807,3.8603,5.7595,3.969
"PA14_55650",-0.8175,0.0934,0.0044,0.9731,-0.801,1.0425,0.7304,1.3843,0.3074,0.4518,1.0848,1.2431,-0.0824,0.2496,0.3884,0.8425
"PA14_55660",0.1022,-0.5706,0.0261,-0.3803,0.9546,1.6145,1.4682,0.8196,2.1907,0.1769,2.2738,0.8034,1.7821,3.2657,0.6323,3.4843
"PA14_55670",0.8378,-0.0125,0.651,-0.786,2.2062,0.6358,1.6449,0.3155,1.9656,1.6144,0.9172,-0.2253,2.4367,1.4539,0.2836,1.3971
"PA14_55690",0.7145,-0.3302,-0.7561,-1.0299,1.9714,-1.57,2.5211,-0.7305,1.6767,0.3834,-0.3079,-1.6367,1.1227,0.2498,-1.3758,0.5739
"PA14_55710",0.8667,-0.2402,-0.2497,-0.7465,0.3016,0.017,0.446,-0.4398,0.9103,0.5075,-0.9517,-1.409,0.4581,0.622,-0.5882,-0.8974
"PA14_55720",0.8419,0.5846,0.7364,1.138,-0.2543,1.6122,-0.6935,-0.7291,1.1744,1.1069,0.1376,1.7195,1.9404,-0.3327,0.0521,2.7972
"PA14_55730",2.4472,0.7686,0.491,0.1353,4.4847,2.8016,3.0739,3.66,4.8151,4.7931,3.9365,5.1372,7.7855,7.0604,6.4493,5.9693
"PA14_55740",1.7891,0.0608,0.5707,0.63,2.2776,1.6872,1.2828,0.9562,2.4001,1.1506,1.5111,3.3311,1.6735,3.5264,2.0206,3.915
"PA14_55750",0.5372,-0.5386,-0.0292,-1.1682,1.7218,-0.3114,-0.3471,-1.1837,-0.2993,-1.03,-1.6013,-1.8411,-0.1711,-1.3895,-1.8837,-2.1578
"PA14_55760",-0.6607,-0.4975,-0.1718,-0.1987,-2.1313,-0.8802,0.1773,-2.4136,-2.9781,-2.8361,-0.2965,-0.2142,-1.7542,-0.663,0.2106,-1.6407
"PA14_55770",-2.3224,0.6758,-0.1643,0.5269,-4.3027,-4.0022,-2.4713,-0.5053,-7.5063,-7.2783,-5.978,-4.6546,-6.8089,-5.661,-5.073,-5.6717
"PA14_55780",0.9395,-0.051,-0.3953,-1.3006,-0.7375,-0.8181,-1.1315,-1.2607,0.723,0.4573,0.1404,0.1505,0.9385,0.8598,-0.91,0.1612
"PA14_55790",0.7072,-0.7486,0.0436,-0.9281,1.044,0.924,-0.3633,-0.9869,1.1393,0.5879,0.0976,0.2788,1.9154,0.9609,0.2683,0.0476
"PA14_55800",0.4665,-0.3267,0.764,-0.8972,0.1151,0.9269,-0.5803,0.2927,1.3906,0.8968,-0.1727,0.4406,0.9156,2.1701,1.2338,0.7381
"PA14_55810",0.8816,-1.0312,0.4659,-0.5603,2.152,1.2073,0.6124,0.1334,2.0765,1.6634,1.1665,0.519,2.0873,2.3466,1.0077,0.6759
"PA14_55820",1.0155,-0.2986,0.6668,-0.5929,0.302,-0.0376,-0.2185,-1.173,0.2365,0.6794,0.0537,1.0256,0.9535,0.8776,0.5439,1.5248
"PA14_55840",0.1137,0.3544,0.6613,-0.0639,0.3945,-0.9872,-1.4411,0.3663,1.0528,0.7103,-1.164,1.1237,-0.0954,-0.2122,-0.6456,0.397
"PA14_55850",0.9306,0.385,-0.1762,-0.0109,-0.7803,-1.367,-0.3339,-1.5277,0.6717,0.9883,-0.2381,0.2343,1.9599,-0.0292,0.3588,0.869
"PA14_55860",1.8961,0.3618,-0.5188,-1.4833,0.9378,-0.0221,-0.2921,-2.3399,1.1984,0.0555,0.5644,0.0495,1.5026,2.0929,-1.0446,1.1913
"PA14_55880",1.4274,-0.5507,1.5111,-0.3096,-0.6544,-2.0322,-2.0208,-0.164,0.8546,-0.0437,-1.2788,-0.0722,0.8017,0.3663,-0.4066,0.6292
"PA14_55890",0.936,-0.365,0.0045,-0.4087,0.3502,-0.9373,-0.6754,-0.3538,0.7309,0.9383,-0.382,0.6462,1.3274,0.1022,-0.2932,0.9185
"PA14_55900",1.4039,0.76,0.0524,-0.4019,0.9866,0.1935,0.184,-2.2172,1.9555,0.8595,-0.1762,-0.9874,2.3342,1.0055,-0.5422,-0.3936
"PA14_55920",0.905,-0.293,0.1345,-1.0967,1.3948,0.0279,-0.0268,-0.9455,1.2735,0.665,-0.2052,-0.7205,2.4812,1.0624,0.4761,-0.0078
"PA14_55930",0.9634,-0.4055,0.4347,-1.0145,0.8165,0.5606,0.0335,-1.3,1.5024,0.8017,-0.3961,-0.2036,1.6162,0.5632,-0.0016,-0.0971
"PA14_55940",0.7885,-0.3346,0.0226,-1.4374,0.0594,-0.2032,-1.4381,-2.4748,0.9148,-0.0672,-0.9728,-1.6358,0.8792,0.2607,-0.2182,-1.9221
"PA14_55960",1.0327,0.5144,1.0672,-0.261,-0.0332,-0.0538,0.1626,0.3715,-1.3778,-1.667,-1.3709,-0.3261,0.2156,-0.1778,0.2787,0.8085
"PA14_55980",1.8444,0.9777,0.2617,-1.1621,0.3124,-1.3123,-1.6947,-0.6937,8.4005,6.9983,5.1935,5.173,5.3077,4.7074,4.9307,4.5151
"PA14_56000",2.6484,0.269,0.1441,-0.8456,4.08,2.5101,2.2431,2.9621,3.7892,3.7489,4.549,4.294,3.394,3.5658,3.9436,4.2331
"PA14_56010",0.7879,0.0434,-0.7761,-1.1639,0.8528,1.7537,-0.9718,2.7581,-0.8649,-0.2758,2.5098,2.4832,2.7289,2.0211,-0.1524,3.5348
"PA14_56030",1.2456,0.1725,-0.2553,-1.8657,3.747,2.5746,1.9119,-0.5244,7.781,8.1973,6.1619,4.8416,7.1848,5.5347,5.9502,2.4518
"PA14_56040",0.3179,-0.5141,0.9422,0.1762,0.9798,0.514,-0.9075,-1.654,1.8282,1.7588,1.6851,2.387,1.7444,0.6262,1.9097,1.4406
"PA14_56050",-1.7666,-0.416,-0.0374,0.5402,-1.2897,-0.034,0.0031,0.1598,1.3977,2.3078,4.2812,1.7516,-0.4818,2.4995,1.8563,0.8025
"PA14_56060",-1.0118,0.063,-0.9257,1.1278,-2.2751,-1.7121,-0.4758,-0.5346,-3.2517,-3.2873,-1.5937,-1.5768,-2.4777,-1.9255,-1.01,0.0227
"PA14_56070",-1.4575,0.8457,-0.1068,0.7101,-2.5747,-1.4437,-1.3713,-0.4058,-3.1596,-2.2438,-1.338,-0.035,-3.2529,-2.7387,-0.0917,-1.443
"PA14_56080",-0.3316,0.0799,-1.3685,0.7687,-0.3734,-1.1658,0.9555,-0.5594,-1.7731,-1.751,-1.476,-1.9419,-1.9144,-2.0345,-1.0313,-2.3423
"PA14_56090",-2.9783,-0.6761,-0.0298,-0.1284,-2.8039,-2.2522,-1.9455,-0.433,-3.4077,-4.2839,-2.139,-2.1333,-4.2311,-3.864,-2.4329,-4.0585
"PA14_56100",-0.5507,-0.187,-1.494,0.3539,0.3502,-0.0732,-0.4011,0.41,1.0691,-0.2041,0.2172,-0.0791,2.6493,0.1564,0.5535,-0.2249
"PA14_56110",-0.6806,-0.8889,0.3773,-0.1487,-0.6402,-0.6116,-0.4082,-1.0376,-0.7165,-1.2142,-0.1032,0.0089,-0.7003,-0.3569,-0.542,-2.6299
"PA14_56130",-1.1094,-1.0433,0.4984,1.0964,0.0477,0.1993,-0.3598,-2.2373,0.7316,0.0248,-1.4351,-0.9933,1.3318,0.3797,0.048,-2.6658
"PA14_56140",-1.3654,-0.1641,0.7051,0.1671,0.4181,0.9478,1.8085,1.1969,1.212,1.9422,1.8028,1.4137,1.7551,2.9218,2.2128,2.9138
"PA14_56160",-0.164,0.2087,0.0746,1.031,1.4449,1.9324,0.891,0.9655,3.0093,2.7875,2.2657,2.6876,2.1347,2.3777,2.9908,3.1301
"PA14_56170",-1.9386,0.6271,0.0932,1.1313,1.2873,2.2059,3.1215,2.9705,0.9301,3.1022,3.0547,2.3815,0.6115,2.6228,2.452,3.0804
"PA14_56180",0.2059,0.0055,-0.0388,-0.0761,0.5897,1.099,0.7755,0.1144,0.7455,1.0152,0.7827,1.6816,2.34,2.2627,1.6775,1.2341
"PA14_56190",-0.2245,0.5377,-0.7832,0.8151,-0.5521,-0.4041,-1.1663,-0.4333,0.0062,0.2941,0.8985,-0.1036,-0.2046,-0.1451,-0.0813,-1.0458
"PA14_56200",0.3301,-0.4189,-0.2317,-1.0538,-0.185,0.3794,0.2972,0.8802,-0.3902,-0.1598,-0.0985,0.9064,0.2758,-0.1827,0.6397,-0.3094
"PA14_56210",0.2625,0.5573,-0.05,-0.7805,1.7885,0.9598,0.9372,-0.2895,3.675,3.9234,3.4176,2.8173,4.8168,3.4248,3.1668,2.5125
"PA14_56220",1.2736,-0.0617,-0.0795,-1.1061,3.8231,3.0997,2.8732,2.4535,3.2579,2.9101,3.2075,2.2208,3.9648,3.4598,3.1831,2.5911
"PA14_56240",-1.0332,-1.0073,0.8924,0.0562,2.1219,2.229,3.1117,2.7724,-0.3608,0.7717,1.7111,4.0218,2.3495,1.6591,2.1838,1.5826
"PA14_56250",0.1307,0.69,0.0885,0.759,-0.58,-1.4249,-1.5329,0.4904,1.2373,0.5264,0.7593,1.531,0.3693,0.6201,-0.507,0.988
"PA14_56260",1.7257,0.0356,1.8054,-0.5946,1.2127,-2.8516,-2.8521,-1.8235,2.9085,0.2083,0.913,-0.6318,1.9301,3.1755,0.7984,-0.6491
"PA14_56280",-0.3085,-0.7053,0.2484,0.4172,-0.4858,-0.3059,-0.7341,-0.4218,-0.416,-0.7139,-0.3453,-0.9615,-0.5965,-0.4368,-0.1209,-0.1533
"PA14_56300",-0.3074,-0.2046,0.5476,0.2595,-0.7292,-1.2105,-1.2244,-0.084,-2.0048,-2.3479,-1.7002,-2.1006,-1.1774,-1.3153,-1.2034,-1.1504
"PA14_56340",1.5581,-0.5965,-0.0255,-0.2323,2.454,1.1915,-0.6181,-0.6521,3.2333,1.6162,0.0244,0.4533,2.2405,0.4588,1.0717,1.0024
"PA14_56360",0.7552,0.0544,1.0353,-1.6945,1.7137,-0.1166,-0.2209,-1.5166,2.7981,1.0631,0.2681,0.0987,3.4803,-0.0439,0.2644,0.0682
"PA14_56370",1.1735,-0.2639,0.7097,-1.2216,1.8871,-0.3041,0.0185,-0.8301,3.5231,2.4234,1.8728,0.72,3.9012,3.0225,1.9069,1.1178
"PA14_56380",0.9461,-0.564,0.1136,-0.0673,0.048,-1.4963,0.4893,-0.8334,3.3339,3.9524,3.3934,2.0299,2.1767,0.3012,1.3275,1.0771
"PA14_56390",0.9053,0.0152,0.4511,-0.6252,0.41,0.139,0.1847,0.0806,4.2495,4.6692,5.0314,2.6061,4.21,4.2302,3.9594,2.5098
"PA14_56410",0.0592,-0.1167,0.0278,-0.0822,-1.3202,-1.8624,-0.2842,-1.5389,1.674,2.6533,1.3604,-0.5941,-0.3002,-0.9416,-0.6196,-0.5886
"PA14_56420",0.463,1.5596,-0.3658,0.708,-0.5041,0.8583,1.5911,1.0396,3.8662,3.7698,3.2322,1.0219,7.2082,2.7817,5.7333,0.5909
"PA14_56430",-0.3628,0.0756,-0.2619,0.1327,0.3863,1.0512,0.4197,2.6954,-0.1233,0.7868,1.3482,2.8217,2.3632,3.3324,2.0877,3.1813
"PA14_56450",0.6723,0.3532,0.4599,0.1408,0.7819,0.538,0.71,-0.0253,1.2445,1.2297,0.0445,-0.0266,0.6552,0.8835,0.3311,1.8523
"PA14_56470",0.9232,0.2871,-0.6856,-0.9831,2.6175,-0.1767,0.539,-0.982,3.2613,2.0884,2.5244,0.1619,3.356,1.9312,2.7371,3.3125
"PA14_56480",2.5643,-0.4399,0.2506,-0.6935,1.6119,0.5376,0.5867,1.1901,3.5578,3.5288,3.3517,3.1259,3.5883,3.0331,1.2054,4.2459
"PA14_56510",0.8727,-0.2998,0.4265,-0.7003,1.4662,-0.3921,-0.7196,-0.2026,3.3549,3.5622,3.3247,1.3275,2.1483,1.6695,1.6103,1.5048
"PA14_56520",-0.3034,0.0402,0.0248,0.2431,-1.5187,-1.5954,-0.3658,-0.5585,0.0239,0.5478,0.3784,-0.6596,-0.7063,-0.3886,-0.3128,-1.047
"PA14_56530",1.4633,0.3168,-0.1201,-0.1408,2.6805,3.5469,3.8274,4.1122,2.0478,2.2139,3.9862,3.7433,1.9542,2.2171,2.6594,3.572
"PA14_56540",1.0835,-0.0622,0.3853,-0.7584,5.7667,6.035,5.8975,6.6055,6.0125,6.5422,7.2279,7.0538,6.3094,7.1377,7.4998,7.512
"PA14_56550",2.6321,0.284,-0.0059,-0.1187,3.2078,3.0449,2.3012,2.3397,1.7717,2.1917,3.2261,3.2247,2.4032,3.3849,4.4853,4.0743
"PA14_56560",0.7411,0.1984,0.3065,0.0181,0.2119,0.1018,1.6932,1.4401,1.6318,1.0961,1.5349,1.6768,2.8173,0.5024,0.6922,3.0955
"PA14_56570",1.7577,-0.7667,1.0664,-0.1732,1.1238,0.4759,2.2762,0.5718,1.8122,2.2617,-0.1208,2.7766,3.4947,0.2977,-0.7823,4.6071
"PA14_56590",-0.619,-0.7364,-0.4359,0.3293,2.717,2.5316,2.3806,1.781,2.2521,3.9858,2.8499,3.1593,3.6318,4.2945,3.1824,2.593
"PA14_56600",1.5923,0.1959,1.198,-0.9361,2.3029,1.0161,0.7085,0.5931,3.11,1.3374,1.5777,0.9306,2.9557,1.2968,3.397,1.4654
"PA14_56620",0.3897,0.966,-0.1815,-0.3146,3.2328,4.0459,2.406,2.9498,0.742,0.3049,0.6969,-0.9574,3.1537,1.3093,0.7484,1.5674
"PA14_56640",1.8324,-0.2275,0.5749,-0.3124,2.1162,3.3466,3.0279,2.9421,3.7029,2.5714,1.3899,3.4013,2.879,3.0948,3.0554,4.9886
"PA14_56660",0.5242,0.4497,-0.443,-0.2648,0.0691,0.8742,1.5723,1.3979,1.3157,0.8283,1.7682,2.3556,1.3923,2.8468,2.2021,2.1778
"PA14_56670",0.2825,0.2997,0.3854,0.088,-1.4376,0.4274,0.6849,1.3607,1.3974,2.1942,2.3218,2.3989,2.3222,0.4555,0.1449,1.5721
"PA14_56680",1.3885,0.7097,0.4499,-0.0573,2.5607,2.9202,0.8932,2.4208,6.1663,5.7975,6.0786,6.5786,6.4594,5.6121,6.396,5.3891
"PA14_56690",0.3723,0.381,-0.3733,0.2205,1.373,0.6176,0.0792,0.7619,2.3787,1.8933,1.9882,1.8561,3.8642,2.017,2.5553,1.9314
"PA14_56700",0.4569,0.8199,-0.893,0.0752,0.0228,0.1727,0.971,0.067,0.0842,0.5462,1.0488,1.4987,0.2502,-0.5351,0.5889,-0.5726
"PA14_56720",-0.4365,-0.6112,1.1106,0.3801,-0.6294,-1.541,-0.2526,-2.06,2.199,-0.1994,-0.1803,0.8985,1.3343,-0.4682,-0.5247,1.218
"PA14_56730",1.0559,0.5971,0.4819,0.4068,1.6638,1.0124,1.6252,0.1499,2.2803,1.6367,1.2254,0.9183,1.0453,1.6791,0.98,1.3596
"PA14_56740",1.0686,0.7103,0.0591,-0.1702,0.8287,1.427,1.0744,0.619,2.7427,2.367,1.2306,1.1904,3.1129,2.2177,2.6616,1.8415
"PA14_56750",3.6151,0.1415,-0.3233,-0.2584,0.9494,-0.0893,-0.6155,1.235,-3.4639,-0.2102,1.6256,2.2324,-6.2417,-2.778,-1.7263,-2.8074
"PA14_56770",1.6026,0.4957,-0.1891,-0.0167,-0.6174,-0.8108,-0.5846,0.9331,-3.8633,-0.9584,-0.4474,-0.2471,-6.4457,-2.687,-2.562,-2.413
"PA14_56780",0.1041,0.2044,1.4524,0.5373,-1.6671,-1.0988,-1.8222,-0.3418,-3.1061,-2.2558,-2.745,-2.083,-2.1986,-1.7011,-0.7223,-2.1486
"PA14_56790",1.244,-0.2459,1.0707,-0.6407,3.2741,2.8249,2.1836,1.2682,3.618,3.9268,2.6521,3.9502,4.8939,3.8107,3.7719,3.9769
"PA14_56800",1.4296,-0.0813,-0.4827,-0.9989,2.9955,2.5544,1.943,2.2751,4.084,3.5575,3.0627,2.3294,4.6597,3.1552,3.6888,3.2195
"PA14_56810",0.697,0.2189,-1.2174,-0.7183,1.3564,4.196,1.5161,3.7441,4.6851,5.3987,4.1245,3.3496,5.8547,5.113,5.5211,5.4576
"PA14_56830",-0.2042,-0.7,0.6237,0.3039,0.0453,0.9256,1.7205,0.3769,2.177,2.5183,3.5975,3.0272,2.7315,3.4706,2.8986,2.4331
"PA14_56840",0.0265,0.5913,-0.981,-0.9551,0.88,0.1013,0.3849,0.1248,2.6445,0.7391,1.7849,2.3879,2.1237,3.0253,2.1409,1.5124
"PA14_56850",0.1037,0.1468,1.7992,-0.4328,1.7889,-0.1412,1.2441,-0.0979,3.0361,2.1245,2.5508,2.2467,1.5025,1.3271,1.456,3.7375
"PA14_56870",-0.3439,0.0443,1.5672,0.0782,0.4325,-0.9932,0.6518,0.386,0.6203,0.9466,1.0354,2.1418,0.5164,0.5676,0.1634,1.687
"PA14_56880",-0.8144,-1.081,-0.7538,-0.1126,2.121,1.2552,0.1751,0.6347,-0.6868,-0.1048,1.1716,3.0991,-0.051,-0.5169,2.0422,0.939
"PA14_56890",-0.3369,-0.1225,0.5555,-0.3682,-2.4994,-3.5703,-1.8976,-2.5049,-2.7606,-1.5353,-1.3995,-2.351,-1.3594,-2.3002,-3.2726,-2.6366
"PA14_56900",-0.1826,0.6331,-0.2782,0.8753,-0.0746,0.0781,0.6929,1.2954,-1.4099,-0.747,1.2651,1.3719,0.1391,0.4756,-0.0144,0.3198
"PA14_56910",0.1489,-1.038,1.0654,-0.1572,0.429,-1.7293,-6.1294,-1.9369,4.9524,6.3648,0.6871,2.2067,4.4878,4.2543,4.0124,1.2301
"PA14_56920",-1.7917,-0.3654,-0.5764,-0.2807,-0.7147,0.7702,-0.0559,1.2818,-0.4187,1.3894,0.7943,1.043,-1.3624,-0.5864,1.3157,-0.5614
"PA14_56930",-0.7854,-0.1876,0.1195,1.0101,-3.0025,-0.2967,-0.1697,-0.4992,0.2998,2.7143,3.4833,1.2795,-1.8877,-1.0326,2.9197,-0.8471
"PA14_56940",-0.0358,0.4453,-0.1543,-0.0793,-1.2415,-0.9814,0.6526,-0.694,-2.9976,-1.7188,-1.0451,0.2578,-1.6684,-1.1271,-1.431,-1.5001
"PA14_56950",0.0908,0.2324,-0.7565,-0.7628,0.6375,1.3413,-2.5878,0.2032,-0.1105,-1.4534,0.112,-0.6314,-0.8385,0.8962,2.1924,1.3112
"PA14_56960",-0.1356,0.3346,0.5111,0.6135,-0.5572,-0.0613,-0.004,-0.1585,1.5213,0.4542,1.0598,1.4738,0.0168,0.0915,0.4035,2.9503
"PA14_56970",0.1304,-0.0193,-0.7246,-1.4954,0.6407,0.4234,-1.4096,-0.1414,0.0918,-0.3302,-0.9166,-0.2247,0.6768,-1.245,-0.515,-0.1436
"PA14_56980",1.0118,0.3261,0.1539,-0.6035,1.3951,0.2551,-0.6138,0.0444,1.7103,0.4741,-0.521,-0.3285,0.9234,0.914,0.4699,0.3727
"PA14_56990",-1.2234,-0.0714,-0.2173,-0.0826,0.6191,0.0394,0.041,-1.0194,0.655,0.7644,-0.3125,0.9882,-0.1593,0.38,0.7682,1.5824
"PA14_57010",-1.2686,0.0295,-0.4077,1.5358,-1.8097,-0.2561,-0.2024,2.0119,0.1936,2.9843,2.3014,1.8138,2.5954,4.3822,3.914,2.1086
"PA14_57020",-1.3585,-0.0551,0.2648,0.3341,-1.2891,0.3181,-0.0177,0.6806,-1.6508,0.6446,0.6347,-0.3867,1.0169,1.5276,2.3124,0.0849
"PA14_57030",0.3352,1.1605,0.8662,1.2812,-1.5452,0.0558,0.228,2.6463,-2.2479,1.556,1.5954,1.8848,-0.2803,1.6685,1.3578,-0.8889
"PA14_57040",-0.3003,-0.2219,0.0249,-0.1677,0.094,0.2849,0.8549,0.6867,1.7952,1.6492,2.3222,1.994,-0.2686,0.7139,0.9433,1.5634
"PA14_57050",0.025,0.9356,0.3963,-0.7343,-1.5532,-1.9032,-1.579,-1.5315,0.5412,0.8749,0.2046,1.1352,3.2952,4.5444,3.1297,1.9968
"PA14_57060",0.35,0.9183,0.3805,-0.1559,-0.1666,-0.1657,-2.3277,-1.4778,2.7894,4.9099,3.396,1.6174,0.9299,1.5644,1.8698,1.28
"PA14_57070",-0.5425,-0.3362,-1.599,-0.0475,-1.4342,1.3131,-0.3361,0.2242,-1.4314,-0.5473,-1.6003,0.174,-0.9464,-1.8429,-0.0856,0.3463
"PA14_57080",-0.1229,-0.1902,-1.3822,-1.4869,1.0266,0.3864,0.6492,0.7227,3.0283,3.4648,1.9721,0.905,3.1082,1.5667,2.1095,0.7294
"PA14_57100",0.5346,-0.8913,4.7326,0.0786,-0.8247,-1.5258,-1.5076,-1.7719,0.8454,-0.3362,1.5486,0.8101,-0.9166,-2.946,-1.5189,-2.9061
"PA14_57110",0.23,0.0868,1.0998,0.9043,-0.4618,0.4941,-0.9819,-0.6555,2.1759,3.1587,0.6514,-0.3035,1.36,1.148,0.987,-0.0145
"PA14_57130",-0.8824,-0.58,0.9715,-0.165,-0.4034,-0.5978,-1.0791,0.8026,0.1809,0.2235,-0.6597,-0.4041,0.6499,-0.4688,0.9972,0.2633
"PA14_57140",-0.2716,0.287,1.4712,-0.0529,-0.4039,-1.3504,0.5178,-0.4374,-1.1658,-0.7514,-1.1661,-1.202,0.0218,-0.4026,-1.2803,-0.2924
"PA14_57160",0.8421,0.5981,0.5961,1.0725,1.2627,1.9244,0.652,0.6899,3.5728,1.1325,2.8351,2.5276,2.158,2.7504,0.173,0.9377
"PA14_57170",-0.3293,0.6581,0.6841,0.2255,-0.8321,-0.0883,1.7146,0.7845,-0.9689,-1.3341,-0.649,0.0505,-0.3526,-0.4777,0.9,-0.0992
"PA14_57180",0.8161,-0.3363,1.2457,-1.2259,-1.3616,-0.4748,-0.3311,2.0226,-1.0279,-1.1275,0.3578,0.7358,-0.3518,-0.2691,-0.2396,1.1622
"PA14_57190",-0.1111,0.5303,-0.4968,-0.1225,0.7437,1.7598,-0.6942,0.109,0.8437,0.7383,0.7367,-1.0971,1.5751,0.2139,-0.6142,-0.4814
"PA14_57200",-0.0189,-1.1246,-0.2267,-0.204,-2.6847,-0.7719,-1.5529,-0.6304,-1.6849,-1.7006,-2.1571,-2.1716,-2.2403,-1.0243,-0.4741,-2.5299
"PA14_57210",-0.922,0.2433,-0.2282,0.561,-1.7065,-0.9136,-0.4814,-0.7735,-2.0487,-1.6536,-1.3498,-1.6257,-1.5929,-1.6072,-1.3718,-1.5441
"PA14_57220",-2.8742,-0.1465,-0.0421,-0.2193,-4.1142,-4.3316,-3.8365,-3.99,-11.5324,-6.8645,-5.7812,-5.3149,-8.9774,-5.6395,-3.0656,-6.2036
"PA14_57240",-1.4449,0.1208,-0.1611,0.2233,-4.5029,-3.5011,-3.1092,-1.5967,-6.1254,-6.6796,-5.6646,-5.5981,-9.4998,-9.7782,-8.8895,-8.309
"PA14_57250",0.8846,-0.3267,-0.188,-0.7575,0.8709,0.5701,0.2833,-0.9815,0.8178,0.2948,-0.1075,0.1484,0.5463,0.2779,0.7503,-0.6061
"PA14_57260",0.5891,0.2181,-0.5238,-0.5362,-1.0569,-2.3085,-3.6986,-3.225,-2.2414,-4.7674,-4.8205,-6.3977,-40.9802,-37.4516,-34.1622,-27.5571
"PA14_57275",-0.2118,-0.4242,-0.1416,0.1846,0.5597,0.2521,0.4378,0.3092,2.2028,2.5331,1.0937,-0.1549,5.1839,6.2536,6.8591,4.7966
"PA14_57290",-0.6829,-0.0603,-0.6336,-0.9925,-1.6599,-2.154,-2.3743,-2.0804,0.5964,1.8598,0.5816,-2.6659,1.9334,1.0448,0.2774,-0.9407
"PA14_57300",-0.8348,-0.2425,-0.7091,0.8518,-1.8199,-0.3984,-0.7258,-1.2029,0.8763,2.1663,2.0454,0.8457,1.7745,2.6719,3.3991,0.1031
"PA14_57320",0.2261,-0.4107,-0.0217,-0.1009,0.1144,-1.1519,0.357,-0.383,0.816,0.9094,1.609,0.2345,1.6736,1.7621,0.7057,0.4432
"PA14_57330",0.6064,-0.4851,0.46,-0.4087,1.2577,-0.2946,-0.728,0.2314,3.3779,2.0924,1.1891,-0.1464,3.1199,2.6917,1.6789,-0.4187
